idx,group,method,question,gold_anchor,pred_anchor,gold_order,pred_order,references,raw_output,temporal_order_accuracy,anchor_accuracy,support_reordering_accuracy
768,reversed_hard,TemporalSort,以下事件中哪个发生得最早？墨西哥卫生部报告6875例新冠确诊（2024年），中超联赛沧州雄狮战北京国安（2022年），特朗普呼吁停止量化紧缩（2019年），克里姆林宫不承认比特币（2021年）。,2,3,"[2, 3, 1, 0]","[3, 0, 1, 2]","[""问题：墨西哥卫生部在2024年4月17日报告了多少例新冠肺炎确诊病例？答案：6875例"", ""问题：2022年6月25日中超联赛中沧州雄狮与哪个球队战平？答案：北京国安"", ""问题：特朗普在2019年8月9日呼吁什么政策？答案：停止量化紧缩"", ""问题：克里姆林宫在何时宣布俄罗斯不打算承认比特币？答案：2021年9月7日""]","{""order"": [3, 0, 1, 2], ""anchor"": 3}",0.3333,0.0000,0.0000
768,reversed_hard,E$^2$RAG (reimpl.),以下事件中哪个发生得最早？墨西哥卫生部报告6875例新冠确诊（2024年），中超联赛沧州雄狮战北京国安（2022年），特朗普呼吁停止量化紧缩（2019年），克里姆林宫不承认比特币（2021年）。,2,2,"[2, 3, 1, 0]","[2, 3, 1, 0]","[""问题：墨西哥卫生部在2024年4月17日报告了多少例新冠肺炎确诊病例？答案：6875例"", ""问题：2022年6月25日中超联赛中沧州雄狮与哪个球队战平？答案：北京国安"", ""问题：特朗普在2019年8月9日呼吁什么政策？答案：停止量化紧缩"", ""问题：克里姆林宫在何时宣布俄罗斯不打算承认比特币？答案：2021年9月7日""]","{""order"": [2, 3, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
768,reversed_hard,Ours,以下事件中哪个发生得最早？墨西哥卫生部报告6875例新冠确诊（2024年），中超联赛沧州雄狮战北京国安（2022年），特朗普呼吁停止量化紧缩（2019年），克里姆林宫不承认比特币（2021年）。,2,2,"[2, 3, 1, 0]","[2, 3, 1, 0]","[""问题：墨西哥卫生部在2024年4月17日报告了多少例新冠肺炎确诊病例？答案：6875例"", ""问题：2022年6月25日中超联赛中沧州雄狮与哪个球队战平？答案：北京国安"", ""问题：特朗普在2019年8月9日呼吁什么政策？答案：停止量化紧缩"", ""问题：克里姆林宫在何时宣布俄罗斯不打算承认比特币？答案：2021年9月7日""]","{""order"": [2, 3, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
965,reversed_hard,Standard RAG,2023年欧盟夏季峰会召开时间和韩美领导人签署《华盛顿宣言》的时间哪个更早？,1,0,"[1, 0]","[0, 1]","[""2023年6月29日至30日欧盟在哪召开了夏季峰会？答案：布鲁塞尔"", ""2023年4月26日韩美领导人签署了什么协议？答案：《华盛顿宣言》""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
965,reversed_hard,TemporalSort,2023年欧盟夏季峰会召开时间和韩美领导人签署《华盛顿宣言》的时间哪个更早？,1,0,"[1, 0]","[0, 1]","[""2023年6月29日至30日欧盟在哪召开了夏季峰会？答案：布鲁塞尔"", ""2023年4月26日韩美领导人签署了什么协议？答案：《华盛顿宣言》""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
965,reversed_hard,E$^2$RAG (reimpl.),2023年欧盟夏季峰会召开时间和韩美领导人签署《华盛顿宣言》的时间哪个更早？,1,1,"[1, 0]","[1, 0]","[""2023年6月29日至30日欧盟在哪召开了夏季峰会？答案：布鲁塞尔"", ""2023年4月26日韩美领导人签署了什么协议？答案：《华盛顿宣言》""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
965,reversed_hard,Ours,2023年欧盟夏季峰会召开时间和韩美领导人签署《华盛顿宣言》的时间哪个更早？,1,1,"[1, 0]","[1, 0]","[""2023年6月29日至30日欧盟在哪召开了夏季峰会？答案：布鲁塞尔"", ""2023年4月26日韩美领导人签署了什么协议？答案：《华盛顿宣言》""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1135,reversed_hard,Standard RAG,在北京东城区、西城区和通州区开始实施道路停车改革，浙江证监局对宋城演艺高层采取措施哪个发生得更早？,1,0,"[1, 0]","[0, 1]","[""浙江证监局在2023年1月初对宋城演艺的高层采取了什么措施？答案：出具警示函"", ""北京东城区、西城区和通州区在何时开始实施道路停车改革？答案：2019年1月1日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1135,reversed_hard,TemporalSort,在北京东城区、西城区和通州区开始实施道路停车改革，浙江证监局对宋城演艺高层采取措施哪个发生得更早？,1,1,"[1, 0]","[1, 0]","[""浙江证监局在2023年1月初对宋城演艺的高层采取了什么措施？答案：出具警示函"", ""北京东城区、西城区和通州区在何时开始实施道路停车改革？答案：2019年1月1日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1135,reversed_hard,E$^2$RAG (reimpl.),在北京东城区、西城区和通州区开始实施道路停车改革，浙江证监局对宋城演艺高层采取措施哪个发生得更早？,1,1,"[1, 0]","[1, 0]","[""浙江证监局在2023年1月初对宋城演艺的高层采取了什么措施？答案：出具警示函"", ""北京东城区、西城区和通州区在何时开始实施道路停车改革？答案：2019年1月1日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1135,reversed_hard,Ours,在北京东城区、西城区和通州区开始实施道路停车改革，浙江证监局对宋城演艺高层采取措施哪个发生得更早？,1,1,"[1, 0]","[1, 0]","[""浙江证监局在2023年1月初对宋城演艺的高层采取了什么措施？答案：出具警示函"", ""北京东城区、西城区和通州区在何时开始实施道路停车改革？答案：2019年1月1日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1204,reversed_hard,Standard RAG,以色列军队轰炸努赛赖特难民营内的学校与中国队在新加坡羽毛球公开赛的战绩公布，哪个事件发生在先？,1,0,"[1, 0]","[0, 1]","[""问：以色列军队在2024年7月6日轰炸了什么地方？答案：努赛赖特难民营内的一所学校"", ""问：中国队在2024年5月30日的新加坡羽毛球公开赛的战绩如何？答案：11胜7负""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1204,reversed_hard,TemporalSort,以色列军队轰炸努赛赖特难民营内的学校与中国队在新加坡羽毛球公开赛的战绩公布，哪个事件发生在先？,1,0,"[1, 0]","[0, 1]","[""问：以色列军队在2024年7月6日轰炸了什么地方？答案：努赛赖特难民营内的一所学校"", ""问：中国队在2024年5月30日的新加坡羽毛球公开赛的战绩如何？答案：11胜7负""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1204,reversed_hard,E$^2$RAG (reimpl.),以色列军队轰炸努赛赖特难民营内的学校与中国队在新加坡羽毛球公开赛的战绩公布，哪个事件发生在先？,1,1,"[1, 0]","[1, 0]","[""问：以色列军队在2024年7月6日轰炸了什么地方？答案：努赛赖特难民营内的一所学校"", ""问：中国队在2024年5月30日的新加坡羽毛球公开赛的战绩如何？答案：11胜7负""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1204,reversed_hard,Ours,以色列军队轰炸努赛赖特难民营内的学校与中国队在新加坡羽毛球公开赛的战绩公布，哪个事件发生在先？,1,1,"[1, 0]","[1, 0]","[""问：以色列军队在2024年7月6日轰炸了什么地方？答案：努赛赖特难民营内的一所学校"", ""问：中国队在2024年5月30日的新加坡羽毛球公开赛的战绩如何？答案：11胜7负""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1407,reversed_hard,Standard RAG,2024年2月29日中超冬季转会窗口关闭和2024年2月5日宁波城区的临时限制供水，哪个事件更早发生？,1,0,"[1, 0]","[0, 1]","[""问题：2024年中超冬季转会窗口什么时候关闭的？答案：2024年2月29日"", ""问题：2024年2月5日宁波城区开始实施什么措施？答案：临时限制供水""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1407,reversed_hard,TemporalSort,2024年2月29日中超冬季转会窗口关闭和2024年2月5日宁波城区的临时限制供水，哪个事件更早发生？,1,0,"[1, 0]","[0, 1]","[""问题：2024年中超冬季转会窗口什么时候关闭的？答案：2024年2月29日"", ""问题：2024年2月5日宁波城区开始实施什么措施？答案：临时限制供水""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1407,reversed_hard,E$^2$RAG (reimpl.),2024年2月29日中超冬季转会窗口关闭和2024年2月5日宁波城区的临时限制供水，哪个事件更早发生？,1,1,"[1, 0]","[1, 0]","[""问题：2024年中超冬季转会窗口什么时候关闭的？答案：2024年2月29日"", ""问题：2024年2月5日宁波城区开始实施什么措施？答案：临时限制供水""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1407,reversed_hard,Ours,2024年2月29日中超冬季转会窗口关闭和2024年2月5日宁波城区的临时限制供水，哪个事件更早发生？,1,1,"[1, 0]","[1, 0]","[""问题：2024年中超冬季转会窗口什么时候关闭的？答案：2024年2月29日"", ""问题：2024年2月5日宁波城区开始实施什么措施？答案：临时限制供水""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1408,reversed_hard,Standard RAG,2019年男士穿衣搭配杂志讨论西装搭配高领毛衣和AirPods Pro发布，哪个事件发生得更早？,1,0,"[1, 0]","[0, 1]","[""2019年12月23日哪篇杂志讨论了西装搭配高领毛衣？答案：男士穿衣搭配杂志"", ""2019年10月30日AirPods Pro的发售时间是什么？答案：2019年10月30日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1408,reversed_hard,TemporalSort,2019年男士穿衣搭配杂志讨论西装搭配高领毛衣和AirPods Pro发布，哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""2019年12月23日哪篇杂志讨论了西装搭配高领毛衣？答案：男士穿衣搭配杂志"", ""2019年10月30日AirPods Pro的发售时间是什么？答案：2019年10月30日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1408,reversed_hard,E$^2$RAG (reimpl.),2019年男士穿衣搭配杂志讨论西装搭配高领毛衣和AirPods Pro发布，哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""2019年12月23日哪篇杂志讨论了西装搭配高领毛衣？答案：男士穿衣搭配杂志"", ""2019年10月30日AirPods Pro的发售时间是什么？答案：2019年10月30日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1408,reversed_hard,Ours,2019年男士穿衣搭配杂志讨论西装搭配高领毛衣和AirPods Pro发布，哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""2019年12月23日哪篇杂志讨论了西装搭配高领毛衣？答案：男士穿衣搭配杂志"", ""2019年10月30日AirPods Pro的发售时间是什么？答案：2019年10月30日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1418,reversed_hard,Standard RAG,王润生被立案侦查和丁光宏关注太湖流域水环境治理问题，哪个事件发生得更早？,1,0,"[1, 0]","[0, 1]","[""王润生在何时被立案侦查？答案：2019年5月"", ""丁光宏在2019年3月7日关注了哪个区域的水环境治理问题？答案：太湖流域""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1418,reversed_hard,TemporalSort,王润生被立案侦查和丁光宏关注太湖流域水环境治理问题，哪个事件发生得更早？,1,0,"[1, 0]","[0, 1]","[""王润生在何时被立案侦查？答案：2019年5月"", ""丁光宏在2019年3月7日关注了哪个区域的水环境治理问题？答案：太湖流域""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1418,reversed_hard,E$^2$RAG (reimpl.),王润生被立案侦查和丁光宏关注太湖流域水环境治理问题，哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""王润生在何时被立案侦查？答案：2019年5月"", ""丁光宏在2019年3月7日关注了哪个区域的水环境治理问题？答案：太湖流域""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1418,reversed_hard,Ours,王润生被立案侦查和丁光宏关注太湖流域水环境治理问题，哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""王润生在何时被立案侦查？答案：2019年5月"", ""丁光宏在2019年3月7日关注了哪个区域的水环境治理问题？答案：太湖流域""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1429,reversed_hard,Standard RAG,《中华人民共和国长江保护法》的正式实施和越南驻英国大使前往埃塞克斯郡事故现场哪个事件发生在更早？,1,0,"[1, 0]","[0, 1]","[""《中华人民共和国长江保护法》是什么时候正式实施的？答案：2021年3月"", ""越南驻英国大使什么时候前往埃塞克斯郡事故现场？答案：2019年10月27日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1429,reversed_hard,TemporalSort,《中华人民共和国长江保护法》的正式实施和越南驻英国大使前往埃塞克斯郡事故现场哪个事件发生在更早？,1,1,"[1, 0]","[1, 0]","[""《中华人民共和国长江保护法》是什么时候正式实施的？答案：2021年3月"", ""越南驻英国大使什么时候前往埃塞克斯郡事故现场？答案：2019年10月27日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1429,reversed_hard,E$^2$RAG (reimpl.),《中华人民共和国长江保护法》的正式实施和越南驻英国大使前往埃塞克斯郡事故现场哪个事件发生在更早？,1,1,"[1, 0]","[1, 0]","[""《中华人民共和国长江保护法》是什么时候正式实施的？答案：2021年3月"", ""越南驻英国大使什么时候前往埃塞克斯郡事故现场？答案：2019年10月27日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1429,reversed_hard,Ours,《中华人民共和国长江保护法》的正式实施和越南驻英国大使前往埃塞克斯郡事故现场哪个事件发生在更早？,1,1,"[1, 0]","[1, 0]","[""《中华人民共和国长江保护法》是什么时候正式实施的？答案：2021年3月"", ""越南驻英国大使什么时候前往埃塞克斯郡事故现场？答案：2019年10月27日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1503,reversed_hard,Standard RAG,库什纳表示流感对孩子威胁比新冠病毒高和林清玄去世哪个事件发生得更早？,1,0,"[1, 0]","[0, 1]","[""库什纳在什么时间表示流感对孩子的威胁比新冠病毒高？答案：2020年8月18日"", ""林清玄于哪一天去世？答案：2019年1月23日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1503,reversed_hard,TemporalSort,库什纳表示流感对孩子威胁比新冠病毒高和林清玄去世哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""库什纳在什么时间表示流感对孩子的威胁比新冠病毒高？答案：2020年8月18日"", ""林清玄于哪一天去世？答案：2019年1月23日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1503,reversed_hard,E$^2$RAG (reimpl.),库什纳表示流感对孩子威胁比新冠病毒高和林清玄去世哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""库什纳在什么时间表示流感对孩子的威胁比新冠病毒高？答案：2020年8月18日"", ""林清玄于哪一天去世？答案：2019年1月23日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1503,reversed_hard,Ours,库什纳表示流感对孩子威胁比新冠病毒高和林清玄去世哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""库什纳在什么时间表示流感对孩子的威胁比新冠病毒高？答案：2020年8月18日"", ""林清玄于哪一天去世？答案：2019年1月23日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1579,reversed_hard,Standard RAG,重庆南川区的森林大火和武汉的解封哪个事件发生得更早？,1,0,"[1, 0]","[0, 1]","[""问题：2022年8月18日重庆市南川区发生了什么重大事件？答案：森林大火"", ""问题：武汉在什么时候解封的？答案：2020年4月8日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1579,reversed_hard,TemporalSort,重庆南川区的森林大火和武汉的解封哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""问题：2022年8月18日重庆市南川区发生了什么重大事件？答案：森林大火"", ""问题：武汉在什么时候解封的？答案：2020年4月8日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1579,reversed_hard,E$^2$RAG (reimpl.),重庆南川区的森林大火和武汉的解封哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""问题：2022年8月18日重庆市南川区发生了什么重大事件？答案：森林大火"", ""问题：武汉在什么时候解封的？答案：2020年4月8日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1579,reversed_hard,Ours,重庆南川区的森林大火和武汉的解封哪个事件发生得更早？,1,1,"[1, 0]","[1, 0]","[""问题：2022年8月18日重庆市南川区发生了什么重大事件？答案：森林大火"", ""问题：武汉在什么时候解封的？答案：2020年4月8日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1824,reversed_hard,Standard RAG,2024年中国网络文明大会和中国汽车蓝皮书论坛哪个更早举行？,1,0,"[1, 0]","[0, 1]","[""问题：2024年中国网络文明大会具体召开日期是什么时候？答案：2024年8月28日至29日"", ""问题：2024年6月14日至16日中国汽车蓝皮书论坛在哪举行？答案：北京国测国际会议会展中心""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1824,reversed_hard,TemporalSort,2024年中国网络文明大会和中国汽车蓝皮书论坛哪个更早举行？,1,0,"[1, 0]","[0, 1]","[""问题：2024年中国网络文明大会具体召开日期是什么时候？答案：2024年8月28日至29日"", ""问题：2024年6月14日至16日中国汽车蓝皮书论坛在哪举行？答案：北京国测国际会议会展中心""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
1824,reversed_hard,E$^2$RAG (reimpl.),2024年中国网络文明大会和中国汽车蓝皮书论坛哪个更早举行？,1,1,"[1, 0]","[1, 0]","[""问题：2024年中国网络文明大会具体召开日期是什么时候？答案：2024年8月28日至29日"", ""问题：2024年6月14日至16日中国汽车蓝皮书论坛在哪举行？答案：北京国测国际会议会展中心""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
1824,reversed_hard,Ours,2024年中国网络文明大会和中国汽车蓝皮书论坛哪个更早举行？,1,1,"[1, 0]","[1, 0]","[""问题：2024年中国网络文明大会具体召开日期是什么时候？答案：2024年8月28日至29日"", ""问题：2024年6月14日至16日中国汽车蓝皮书论坛在哪举行？答案：北京国测国际会议会展中心""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
164,control_ordered,Standard RAG,金正恩访问俄罗斯和宋为群辞去强生中国区主席职务哪个事件发生得更早?,0,0,"[0, 1]","[0, 1]","[""问题：金正恩计划于2024年4月的哪一半月访问俄罗斯？答案：下半月"", ""问题：宋为群将在何时辞去强生中国区主席职务？答案：2024年9月底""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
164,control_ordered,TemporalSort,金正恩访问俄罗斯和宋为群辞去强生中国区主席职务哪个事件发生得更早?,0,1,"[0, 1]","[1, 0]","[""问题：金正恩计划于2024年4月的哪一半月访问俄罗斯？答案：下半月"", ""问题：宋为群将在何时辞去强生中国区主席职务？答案：2024年9月底""]","{""order"": [1, 0], ""anchor"": 1}",0.0000,0.0000,0.0000
164,control_ordered,E$^2$RAG (reimpl.),金正恩访问俄罗斯和宋为群辞去强生中国区主席职务哪个事件发生得更早?,0,0,"[0, 1]","[0, 1]","[""问题：金正恩计划于2024年4月的哪一半月访问俄罗斯？答案：下半月"", ""问题：宋为群将在何时辞去强生中国区主席职务？答案：2024年9月底""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
164,control_ordered,Ours,金正恩访问俄罗斯和宋为群辞去强生中国区主席职务哪个事件发生得更早?,0,0,"[0, 1]","[0, 1]","[""问题：金正恩计划于2024年4月的哪一半月访问俄罗斯？答案：下半月"", ""问题：宋为群将在何时辞去强生中国区主席职务？答案：2024年9月底""]","{""order"": [0, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
1678,control_ordered,Standard RAG,2019年朝阳区租户面临房屋拆除困扰的事件、四川省遂宁市泳池垮塌事故和教育部公布新专业哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""问题：2019年5月朝阳区有哪些租户面临房屋拆除的困扰？答案：‘1905铁路文化怀旧主题产业园配套宿舍’的100多位租户"", ""问题：2022年7月16日四川省遂宁市发生了什么事故？答案：泳池垮塌事故"", ""问题：教育部在2023年4月25日公布了多少种新专业？答案：21种""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
1678,control_ordered,TemporalSort,2019年朝阳区租户面临房屋拆除困扰的事件、四川省遂宁市泳池垮塌事故和教育部公布新专业哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""问题：2019年5月朝阳区有哪些租户面临房屋拆除的困扰？答案：‘1905铁路文化怀旧主题产业园配套宿舍’的100多位租户"", ""问题：2022年7月16日四川省遂宁市发生了什么事故？答案：泳池垮塌事故"", ""问题：教育部在2023年4月25日公布了多少种新专业？答案：21种""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
1678,control_ordered,E$^2$RAG (reimpl.),2019年朝阳区租户面临房屋拆除困扰的事件、四川省遂宁市泳池垮塌事故和教育部公布新专业哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""问题：2019年5月朝阳区有哪些租户面临房屋拆除的困扰？答案：‘1905铁路文化怀旧主题产业园配套宿舍’的100多位租户"", ""问题：2022年7月16日四川省遂宁市发生了什么事故？答案：泳池垮塌事故"", ""问题：教育部在2023年4月25日公布了多少种新专业？答案：21种""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
1678,control_ordered,Ours,2019年朝阳区租户面临房屋拆除困扰的事件、四川省遂宁市泳池垮塌事故和教育部公布新专业哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""问题：2019年5月朝阳区有哪些租户面临房屋拆除的困扰？答案：‘1905铁路文化怀旧主题产业园配套宿舍’的100多位租户"", ""问题：2022年7月16日四川省遂宁市发生了什么事故？答案：泳池垮塌事故"", ""问题：教育部在2023年4月25日公布了多少种新专业？答案：21种""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
1958,control_ordered,Standard RAG,特朗普竞选团队起诉《华盛顿邮报》、费孝通第一次访问开弦弓村和保罗•惠兰被拘留，这三个事件中哪个最早发生？,0,0,"[0, 2, 1]","[0, 1, 2]","[""费孝通第一次访问开弦弓村是什么时候？答案：1936年"", ""特朗普竞选团队在什么时候起诉《华盛顿邮报》？答案：2020年3月3日"", ""保罗•惠兰是什么时候在莫斯科被拘留的？答案：2018年12月28日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.6667,1.0000,0.0000
1958,control_ordered,TemporalSort,特朗普竞选团队起诉《华盛顿邮报》、费孝通第一次访问开弦弓村和保罗•惠兰被拘留，这三个事件中哪个最早发生？,0,0,"[0, 2, 1]","[0, 2, 1]","[""费孝通第一次访问开弦弓村是什么时候？答案：1936年"", ""特朗普竞选团队在什么时候起诉《华盛顿邮报》？答案：2020年3月3日"", ""保罗•惠兰是什么时候在莫斯科被拘留的？答案：2018年12月28日""]","{""order"": [0, 2, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
1958,control_ordered,E$^2$RAG (reimpl.),特朗普竞选团队起诉《华盛顿邮报》、费孝通第一次访问开弦弓村和保罗•惠兰被拘留，这三个事件中哪个最早发生？,0,0,"[0, 2, 1]","[0, 2, 1]","[""费孝通第一次访问开弦弓村是什么时候？答案：1936年"", ""特朗普竞选团队在什么时候起诉《华盛顿邮报》？答案：2020年3月3日"", ""保罗•惠兰是什么时候在莫斯科被拘留的？答案：2018年12月28日""]","{""order"": [0, 2, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
1958,control_ordered,Ours,特朗普竞选团队起诉《华盛顿邮报》、费孝通第一次访问开弦弓村和保罗•惠兰被拘留，这三个事件中哪个最早发生？,0,0,"[0, 2, 1]","[0, 2, 1]","[""费孝通第一次访问开弦弓村是什么时候？答案：1936年"", ""特朗普竞选团队在什么时候起诉《华盛顿邮报》？答案：2020年3月3日"", ""保罗•惠兰是什么时候在莫斯科被拘留的？答案：2018年12月28日""]","{""order"": [0, 2, 1], ""anchor"": 0}",1.0000,1.0000,1.0000
2206,control_ordered,Standard RAG,西部陆海新通道开始实施、习近平访问希腊、反食品浪费法草案首次提请审议，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""西部陆海新通道是哪一年开始实施的？答案：2019年"", ""习近平在2019年11月10日至14日访问哪个国家？答案：希腊"", ""反食品浪费法草案何时首次提请全国人大常委会审议？答案：2021年1月4日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2206,control_ordered,TemporalSort,西部陆海新通道开始实施、习近平访问希腊、反食品浪费法草案首次提请审议，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 2, 1]","[""西部陆海新通道是哪一年开始实施的？答案：2019年"", ""习近平在2019年11月10日至14日访问哪个国家？答案：希腊"", ""反食品浪费法草案何时首次提请全国人大常委会审议？答案：2021年1月4日""]","{""order"": [0, 2, 1], ""anchor"": 0}",0.6667,1.0000,0.0000
2206,control_ordered,E$^2$RAG (reimpl.),西部陆海新通道开始实施、习近平访问希腊、反食品浪费法草案首次提请审议，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""西部陆海新通道是哪一年开始实施的？答案：2019年"", ""习近平在2019年11月10日至14日访问哪个国家？答案：希腊"", ""反食品浪费法草案何时首次提请全国人大常委会审议？答案：2021年1月4日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2206,control_ordered,Ours,西部陆海新通道开始实施、习近平访问希腊、反食品浪费法草案首次提请审议，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""西部陆海新通道是哪一年开始实施的？答案：2019年"", ""习近平在2019年11月10日至14日访问哪个国家？答案：希腊"", ""反食品浪费法草案何时首次提请全国人大常委会审议？答案：2021年1月4日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2284,control_ordered,Standard RAG,幻方量化停职徐进、以色列与哈马斯临时停火协议到期、阿根廷总统计划关闭央行，哪个事件最迟发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""幻方量化在2023年10月26日做出了什么决定？答案：对徐进停职"", ""2023年12月1日以色列与哈马斯之间发生了什么重要事件？答案：临时停火协议到期"", ""阿根廷总统米莱在什么日期表示计划关闭央行？答案：2024年1月11日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
2284,control_ordered,TemporalSort,幻方量化停职徐进、以色列与哈马斯临时停火协议到期、阿根廷总统计划关闭央行，哪个事件最迟发生？,0,2,"[0, 1, 2]","[2, 0, 1]","[""幻方量化在2023年10月26日做出了什么决定？答案：对徐进停职"", ""2023年12月1日以色列与哈马斯之间发生了什么重要事件？答案：临时停火协议到期"", ""阿根廷总统米莱在什么日期表示计划关闭央行？答案：2024年1月11日""]","{""order"": [2, 0, 1], ""anchor"": 2}",0.3333,0.0000,0.0000
2284,control_ordered,E$^2$RAG (reimpl.),幻方量化停职徐进、以色列与哈马斯临时停火协议到期、阿根廷总统计划关闭央行，哪个事件最迟发生？,0,0,"[0, 1, 2]","[0, 1, 2]","[""幻方量化在2023年10月26日做出了什么决定？答案：对徐进停职"", ""2023年12月1日以色列与哈马斯之间发生了什么重要事件？答案：临时停火协议到期"", ""阿根廷总统米莱在什么日期表示计划关闭央行？答案：2024年1月11日""]","{""order"": [0, 1, 2], ""anchor"": 0}",1.0000,1.0000,1.0000
